Counter,Date/time,Latitude,Longitude,Sunlight
325,2023-05-02 15:48:04.438010,-47.93909060375719,36.10360869364713,1
326,2023-05-02 15:48:22.909261,-47.470382276577084,37.65034974815766,1
327,2023-05-02 15:48:41.377111,-46.979164901494364,39.16758240835982,1
328,2023-05-02 15:48:59.845958,-46.46610654365529,40.655394723473975,1
329,2023-05-02 15:49:18.310875,-45.932129009242125,42.11325057837627,1
330,2023-05-02 15:49:36.777010,-45.37785559244614,43.54155959581554,1
331,2023-05-02 15:49:55.239312,-44.80421229425914,44.940018016798945,1
332,2023-05-02 15:50:35.702022,-43.48249810827497,47.90271899503084,0
333,2023-05-02 15:51:16.154155,-42.07884472912941,50.727409646037785,0
334,2023-05-02 15:51:56.604891,-40.60023452346028,53.419955268104154,0
335,2023-05-02 15:52:37.079070,-39.05252938519099,55.98819551116454,0
336,2023-05-02 15:53:17.551464,-37.44298494385041,58.43750491171016,0
337,2023-05-02 15:53:58.020123,-35.777558773908815,60.77530494691885,0
338,2023-05-02 15:54:38.492586,-34.06134778806864,63.00973378653197,0
339,2023-05-02 15:55:18.963932,-32.299501913847024,65.1482446834099,0
340,2023-05-02 15:55:59.438630,-30.496356576364985,67.19867412129159,0
341,2023-05-02 15:56:39.909067,-28.65639954195004,69.16803403542501,0
342,2023-05-02 15:57:20.381831,-26.78313479695422,71.06376898095868,0
343,2023-05-02 15:58:00.854795,-24.880129925333282,72.89259712879853,0
344,2023-05-02 15:58:41.327485,-22.9506052775114,74.66099277669775,0
345,2023-05-02 15:59:21.802881,-20.99736839256153,76.37525325284297,0
346,2023-05-02 16:00:02.276614,-19.02334550304582,78.04106718538405,0
347,2023-05-02 16:00:42.748199,-17.03109072668994,79.66399994929465,0
348,2023-05-02 16:01:23.220603,-15.022831434104429,81.24947180771046,0
349,2023-05-02 16:02:03.693697,-13.000778298378338,82.80255032016287,0
350,2023-05-02 16:02:44.165937,-10.96710908520851,84.32802150268608,0
351,2023-05-02 16:03:24.638118,-8.923769966616712,85.83058429905812,0
352,2023-05-02 16:04:05.110906,-6.872644748547778,87.31476267369335,0
353,2023-05-02 16:04:45.580978,-4.815727630795321,88.78482694029617,0
354,2023-05-02 16:05:26.055618,-2.754445535221495,90.24531857251593,0
355,2023-05-02 16:06:06.524593,-0.6910776208017957,91.70008148616074,0
356,2023-05-02 16:06:46.998037,1.3731589052883866,93.15365847019669,0
357,2023-05-02 16:07:27.471713,3.4363108278767567,94.61006087857938,0
358,2023-05-02 16:08:07.945056,5.496621152779451,96.07346606292128,0
359,2023-05-02 16:08:48.415610,7.5521872659601375,97.54801358323164,0
360,2023-05-02 16:09:28.885850,9.601331423590866,99.03811032502695,0
361,2023-05-02 16:10:09.360522,11.64242350149194,100.54835444608945,0
362,2023-05-02 16:10:49.834652,13.673279017789636,102.08313052814981,0
363,2023-05-02 16:11:30.305785,15.691749243611445,103.64707471979668,0
364,2023-05-02 16:12:10.779671,17.69597400685728,105.24533153547881,0
365,2023-05-02 16:12:51.252186,19.683483355415913,106.88289866309294,0
366,2023-05-02 16:13:31.723934,21.65188658819395,108.56520731516419,0
367,2023-05-02 16:14:12.195407,23.59860447168301,110.29796079544872,0
368,2023-05-02 16:14:52.668492,25.520923188119045,112.08723159452859,0
369,2023-05-02 16:15:33.138645,27.41558753201246,113.93911629308776,0
370,2023-05-02 16:16:13.611730,29.279565182299432,115.86050422942026,0
371,2023-05-02 16:16:54.084747,31.10912975361228,117.85822000446069,0
372,2023-05-02 16:17:34.554326,32.90019390587277,119.93931918717686,0
373,2023-05-02 16:18:15.029218,34.648846040472144,122.11175645321659,0
